text,probability,gender
"Новикова",0.000978984547685047,f
"Антонов",0.0009711155901887898,m
"Павлова",0.000969336990206759,f
"Морозова",0.0009589887721294892,f
"Ильин",0.0009587731842528795,m
"Сидоров",0.0009512815055406893,m
"Михайлова",0.0009463768813478166,f
"Матвеев",0.0009435742389518894,m
"Коваленко",0.0009243869179336182,u
"Богданов",0.0009146854634861778,m
"Куликов",0.00090724768174314,m
"Данилов",0.0008963604939743458,m
"Калинин",0.0008932344697635038,m
"Федорова",0.0008835869122852159,f
"Осипов",0.0008774965547709893,m
"Пономарев",0.0008655853245882986,m
"Макарова",0.0008625670943157615,f
"Назаров",0.0008603034216113588,m
"Власов",0.0008578780579994986,m
"Андреева",0.0008507097611022232,f
"Гаврилов",0.0008335166279425926,m
"Колесников",0.0008311990582690374,m
"Тимофеев",0.0008275879613358234,m
"Семенова",0.0008272645795209088,f
"Миронов",0.0008266717128602318,m
"Беляев",0.0008243541431866766,m
"Захарова",0.0008238690704643046,f
"Алексеева",0.0008237073795568472,f
"Алиев",0.0008230067189578655,m
"Давыдов",0.000818856652333127,m
"Козлова",0.0008179943008266878,f
"Романова",0.0008160001129680473,f
"Афанасьев",0.0008138981311711019,m
"Степанова",0.0008137364402636446,f
"Кравченко",0.0008126046039114432,u
"Егорова",0.0008124968099731383,f
"Абрамов",0.0008085623312250096,m
"Денисов",0.0008061908645823019,m
"Королев",0.0008019330040192587,m
"Журавлев",0.0007978907313328251,m
"Гончаров",0.0007928244162324951,m
"Николаева",0.0007890516283918239,f
"Комаров",0.0007845781799521708,m
"Казаков",0.0007823684042169204,m
"Карпов",0.0007753079012579498,m
"Титов",0.0007744994467206632,m
"Ткаченко",0.0007735831982450716,u
"Чернов",0.0007729364346152422,m
"Виноградов",0.0007616180710932283,m
"Магомедов",0.0007596777802037402,m
"Никитина",0.0007571985196227277,f
"Коновалов",0.0007479282409285068,m
"Щербаков",0.0007452872894400369,m
"Исаев",0.0007415683985685181,m
"Сергеева",0.0007266389381132902,f
"Фомин",0.0007257226896376987,m
"Федотов",0.0007232973260258385,m
"Лебедева",0.000722758356334314,f
"Ефимов",0.000722273283611942,m
"Яковлева",0.000718769980617033,f
"Герасимов",0.0007165063079126302,m
"Орлова",0.0007030320656245184,f
"Ермаков",0.000697911853555036,m
"Быков",0.0006951631081282612,m
"Зайцева",0.0006949475202516515,f
"Тихонов",0.0006932228172387731,m
"Марков",0.0006911208354418277,m
"Горбунов",0.0006910130415035228,m
"Григорьева",0.0006848148900509914,f
"Овчинников",0.0006586748600120546,m
"Соловьева",0.0006557644236778225,f
"Потапов",0.0006542014115724015,m
"Борисова",0.0006539319267266393,f
"Ефремов",0.0006526383994669805,m
"Кузьмина",0.0006378167329500576,f
"Крылов",0.0006343134299551486,m
"Фролова",0.0006212703634202564,f
"Мартынов",0.0006160962543816215,m
"Трофимов",0.0006093052362684131,m
"Мальцев",0.0006053707575202845,m
"Голубев",0.0006051551696436748,m
"Малышев",0.00059734010911657,m
"Савельев",0.0005957770970111489,m
"Савченко",0.000595184230350472,u
"Анисимов",0.0005942679818748804,m
"Моисеев",0.000590117915250142,m
"Никифоров",0.0005849977031806596,m
"Маслов",0.0005837041759210009,m
"Воронин",0.0005828957213837141,m
"Ибрагимов",0.0005824106486613421,m
"Мамедов",0.0005819794729081225,m
"Наумов",0.0005816560910932079,m
"Ковалева",0.0005810093274633785,f
"Мельникова",0.000578907345666433,f
"Дмитриева",0.0005783144790057562,f
"Филатов",0.000571900739676615,m
"Жукова",0.0005712000790776331,f
"Тарасова",0.000570822800293566,f
"Лазарев",0.0005704994184786513,m
"Кудрявцев",0.0005679123639593339,m
"Климов",0.0005641934730878151,m
"Медведева",0.0005629538427973088,f
"Киселева",0.00055923495192579,f
"Воробьева",0.0005557855459000333,f
"Кириллов",0.0005542225337946123,m
"Котов",0.0005530906974424109,m
"Максимова",0.0005508270247380081,f
"Марченко",0.0005496951883858068,u
"Александрова",0.0005492640126325872,f
"Леонов",0.0005461379884217453,m
"Логинов",0.0005421496127044642,m
"Белова",0.0005389157945553174,f
"Полякова",0.0005386463097095551,f
"Белоусов",0.0005377300612339636,m
"Емельянов",0.0005364904309434573,m
"Антонова",0.0005344962430848168,f
"Плотников",0.0005344962430848168,m
"Родионов",0.0005315858067505846,m
"Соболев",0.000530184485552621,m
"Бойко",0.0005235012613777175,u
"Матвеева",0.0005226389098712784,f
"Сорокина",0.000521614867457382,f
"Архипов",0.0005187583280923023,m
"Гришин",0.0005183271523390826,m
"Ершов",0.0005163329644804421,m
"Ильина",0.0005108354736268925,f
"Филиппова",0.0005071165827553736,f
"Богданова",0.0005057152615574101,f
"Кондратьев",0.0005011879161486045,m
"Михеев",0.0004973612313387808,m
"Гусева",0.0004945046919737011,f
"Власова",0.0004938040313747193,f
"Ли",0.0004931033707757374,u
"Королева",0.0004928338859299752,f
"Нестеров",0.0004883604374903221,m
"Баранова",0.0004849110314645655,f
"Черных",0.0004848032375262606,u
"Ушаков",0.0004838330920815166,m
"Григорян",0.00048264735876016275,u
"Савин",0.00047898236485779635,m
"Данилова",0.0004786050860737292,f
"Лысенко",0.0004756946497394971,u
"Евдокимов",0.00047434722551068593,m
"Юдин",0.00047434722551068593,m
"Бирюков",0.0004729998012818747,m
"Токарев",0.0004725147285595027,m
"Лобанов",0.0004705744376700146,m
"Князев",0.00046960429222527055,m
"Куликова",0.00046911921950289854,f
"Миронова",0.0004675562073974776,f
"Краснов",0.00046060349837681195,m
"Харитонов",0.00045984894080867766,m
"Клименко",0.00045887879536393364,u
"Рябов",0.0004585015165798665,m
"Сафронов",0.00045731578325851265,m
"Руденко",0.00045715409235105533,u
"Давыдова",0.000455429389338177,f
"Осипова",0.0004542436560168232,f
"Назарова",0.00045203388028157285,f
"Гончарова",0.0004509559408985239,f
"Журавлева",0.0004502013833303897,f
"Третьяков",0.00044777601971852953,m
"Литвинов",0.0004477221227493771,m
"Зуев",0.00044626690458226105,m
"Сидорова",0.0004461052136748037,f
"Арутюнян",0.0004444344076310778,u
"Панов",0.00044087720766701634,m
"Беляева",0.00043926029859244295,f
"Лукьянов",0.0004387213289009185,m
"Галкин",0.00043818235920939396,m
"Колесникова",0.0004372661107338024,f
"Казакова",0.0004366732440731255,f
"Шишкин",0.0004358108925666863,m
"Абрамова",0.0004344095713687227,f
"Жданов",0.00043230758957177724,m
"Симонов",0.00043209200169516747,m
"Денисова",0.0004318764138185577,f
"Костин",0.0004314452380653381,m
"Пономарева",0.0004312296501887283,f
"Тимофеева",0.00042907377142263045,f
"Елисеев",0.0004288042865768682,m
"Сидоренко",0.0004277802441629717,u
"Гаврилова",0.0004256782623660263,f
"Скворцов",0.0004238996623839955,m
"Цветков",0.00042303731087755636,m
"Титова",0.0004217976805870501,f
"Ефимова",0.0004217976805870501,f
"Афанасьева",0.00042174378361789765,f
"Калинина",0.00041840217153044594,f
"Сафонов",0.0004141443109674026,m
"Петухов",0.0004130663715843537,m
"Игнатьев",0.0004103176261575789,m
"Шестаков",0.0004092935837436824,m
"Карпова",0.00040886240799046283,f
"Демидов",0.00040880851102131037,m
"Прохоров",0.00040870071708300546,m
"Громов",0.0004082695413297859,m
"Петренко",0.00040595197165623067,u
"Гордеев",0.0004055746928721636,m
"Юсупов",0.0004039577837975901,m
"Филимонов",0.00040234087472301673,m
"Беляков",0.00040007720201861395,m
"Виноградова",0.0003998077171728517,f
"Комарова",0.0003988375717281077,f
"Калашников",0.0003973823535609916,m
"Чернова",0.00039732845659183917,f
"Мельник",0.0003961427232704853,u
"Константинов",0.00039608882630133286,m
"Акимов",0.0003949030929799791,m
"Никулин",0.0003948491960108266,m
"Аксенов",0.0003922082445223567,m
"Кудряшов",0.0003916692748308322,m
"Демин",0.00039156148089252736,m
"Федотова",0.00039086082029354553,f
"Бородин",0.00039032185060202106,m
"Герасимова",0.00038972898394134414,f
"Румянцев",0.00038892052940405744,m
"Василенко",0.0003881659718359232,u
"Харченко",0.0003874114142677889,u
"Грачев",0.0003873575172986365,m
"Левин",0.0003862256809464351,m
"Хохлов",0.0003856328142857582,m
"Казанцев",0.00038428539005694697,m
"Коротков",0.0003830996567355932,m
"Кириченко",0.00038283017188983095,u
"Авдеев",0.00038272237795152603,m
"Павленко",0.00038207561432169665,u
"Воронов",0.00037803334163526316,m
"Фомина",0.00037722488709797646,f
"Щербакова",0.00037690150528306177,f
"Некрасов",0.00037663202043729954,m
"Самойлов",0.0003760391537766226,m
"Романенко",0.0003747995234861163,u
"Чернышев",0.00037334430531900023,m
"Ситников",0.0003714579113986646,m
"Бондарев",0.0003708650447379877,m
"Агафонов",0.00036962541444748143,m
"Суворов",0.00036940982657087166,m
"Фадеев",0.00036919423869426183,m
"Гусейнов",0.0003660143175142675,m
"Еремин",0.0003650980690386759,m
"Карпенко",0.00036472079025460873,u
"Терентьев",0.0003644513054088465,m
"Голубева",0.0003642896145013892,f
"Ермакова",0.00036288829330342556,f
"Ахмедов",0.00036245711755020595,m
"Коновалова",0.00036175645695122417,f
"Левченко",0.00036116359029054725,u
"Исаков",0.00036094800241393747,m
"Исаева",0.0003601934448458032,f
"Тихонова",0.0003599778569691934,f
"Леонтьев",0.0003598161660617361,m
"Тихомиров",0.00035895381455529693,m
"Горшков",0.00035819925698716263,m
"Маркова",0.00035739080244987593,f
"Молчанов",0.00035545051156038785,m
"Лукин",0.00035528882065293053,m
"Мухин",0.0003551810267146256,m
"Дроздов",0.0003545342630847963,m
"Овчинникова",0.0003528634570410704,f
"Крюков",0.00035237838431869837,m
"Зверев",0.0003511387540281921,m
"Спиридонов",0.0003511387540281921,m
"Быкова",0.0003497374328302285,f
"Кузин",0.0003490906692003991,m
"Копылов",0.00034731206921836835,m
"Каримов",0.00034671920255769143,m
"Селезнев",0.0003464497177119292,m
"Чистяков",0.0003435392813776971,m
"Майоров",0.0003421379601797335,m
"Мартынова",0.00034154509351905655,f
"Кожевников",0.0003413295056424468,m
"Хасанов",0.00034106002079668454,m
"Черепанов",0.00034041325716685516,m
"Гасанов",0.00034030546322855025,m
"Киреев",0.00034014377232109293,m
"Потапова",0.00033998208141363556,f
"Пак",0.00033933531778380623,u
"Чернышов",0.0003392814208146538,m
"Лазарева",0.00033917362687634886,f
"Горбунова",0.0003389580389997391,f
"Сулейманов",0.00033852686324651953,m
"Акопян",0.00033809568749329993,u
"Крылова",0.00033788009961669015,f
"Ермолаев",0.0003371255420485559,m
"Гаджиев",0.00033626319054211676,m
"Балашов",0.00033491576631330554,m
"Садыков",0.00033453848752923844,m
"Рыбаков",0.00033405341480686644,m
"Мирошниченко",0.00033389172389940906,u
"Платонов",0.0003335683420844944,m
"Горбачев",0.0003334605481461895,m
"Савельева",0.0003321131239173783,f
"Кулаков",0.000331951433009921,m
"Наумова",0.00033157415422585383,f
"Кузьменко",0.0003312507724109392,u
"Головин",0.00033038842090450004,m
"Ефремова",0.00032974165727467066,f
"Мальцева",0.00032914879061399373,f
"Пахомов",0.0003288793057682315,m
"Юрченко",0.00032812474820009726,u
"Воронцов",0.00032785526335433503,m
"Большаков",0.00032753188153942034,m
"Пронин",0.00032737019063196297,m
"Носов",0.00032699291184789587,m
"Зотов",0.0003266695300329812,m
"Блинов",0.0003264539421563714,m
"Бычков",0.0003252143118658651,m
"Петросян",0.0003250526209584078,u
"Бобров",0.0003219804937167183,m
"Самсонов",0.0003216571119018036,m
"Игнатов",0.00032036358464214486,m
"Нечаев",0.00032036358464214486,m
"Зимин",0.00032020189373468754,m
"Ларин",0.000318692778598419,m
"Кудрявцева",0.0003179921179994372,f
"Шакиров",0.0003173992513387603,m
"Панченко",0.00031734535436960784,u
"Ларионов",0.00031734535436960784,m
"Сазонов",0.00031712976649299807,m
"Черкасов",0.00031653689983232114,m
"Трофимова",0.00031491999075774775,f
"Володин",0.0003143271240970708,m
"Филатова",0.00031378815440554636,f
"Воронина",0.00031319528774486943,f
"Дорофеев",0.00031303359683741206,m
"Анисимова",0.00031276411199164983,f
"Маркин",0.0003126024210841925,m
"Рожков",0.0003126024210841925,m
"Макеев",0.00031195565745436313,m
"Устинов",0.0003114705847319911,m
"Климова",0.00031141668776283867,f
"Никифорова",0.0003109855120096191,f
"Кравцов",0.0003106621301947044,m
"Малахов",0.00031060823322555197,m
"Пономаренко",0.00030979977868826527,u
"Трифонов",0.0003095841908116555,m
"Корнеев",0.00030872183930521634,m
"Мищенко",0.00030839845749030165,u
"Малышева",0.00030796728173708204,f
"Широков",0.00030791338476792964,m
"Курбанов",0.00030759000295301495,m
"Поздняков",0.00030694323932318557,m
"Емельянова",0.00030645816660081356,f
"Макаренко",0.00030586529994013664,u
"Приходько",0.000304949051464545,u
"Фокин",0.0003038711120814961,m
"Маслова",0.00030360162723573386,f
"Евсеев",0.0003021464090686178,m
"Нестеренко",0.00030058339696319684,u
"Белоусова",0.00030026001514828215,f
"Зорин",0.0003002061181791297,m
"Суханов",0.0002999905303025199,m
"Мещеряков",0.00029961325151845277,m
"Моисеева",0.0002990742818269283,f
"Мишин",0.0002985892091045563,m
"Тюрин",0.00029831972425879407,m
"Шарипов",0.000296864506091678,m
"Котова",0.00029648722730761084,f
"Лаптев",0.00029648722730761084,m
"Никонов",0.0002950859061096472,m
"Глухов",0.0002950320091404948,m
"Терехов",0.0002946008333872752,m
"Терещенко",0.00029303782128185427,u
"Коваль",0.00029228326371372,u
"Меркулов",0.00029179819099134797,m
"Серов",0.0002914748091764333,m
"Ульянов",0.0002911514273615186,m
"Соболева",0.00029088194251575635,f
"Тарасенко",0.0002901273849476221,u
"Кириллова",0.0002901273849476221,f
"Ковальчук",0.00029007348797846966,u
"Сычев",0.00028942672434864033,m
"Костенко",0.00028867216678050604,u
"Кононов",0.000288187094058134,m
"Шаповалов",0.00028813319708898157,m
"Зубков",0.00028797150618152425,m
"Колосов",0.00028764812436660956,m
"Дегтярев",0.00028764812436660956,m
"Шилов",0.00028737863952084733,m
"Борисенко",0.0002870013607367802,u
"Гришина",0.0002865162880144082,f
"Ткачев",0.0002864623910452557,m
"Исмаилов",0.0002855461425696641,m
"Кочетков",0.00028446820318661517,m
"Логинова",0.0002837675425876334,f
"Гуляев",0.0002832285728961089,m
"Винокуров",0.00028317467592695646,m
"Лапин",0.00028144997291407815,m
"Дьяченко",0.00028144997291407815,u
"Хачатрян",0.00028128828200662084,u
"Ушакова",0.00028031813656187677,f
"Черников",0.00028021034262357185,m
"Фоменко",0.000280102548685267,u
"Родионова",0.00028004865171611453,f
"Артемьев",0.00027983306383950476,m
"Тимошенко",0.0002794557850554376,u
"Долгов",0.0002793479911171327,m
"Князева",0.00027924019717882783,f
"Сальников",0.0002788629183947607,m
"Антипов",0.00027810836082662645,m
"Муравьев",0.0002762219669062908,m
"Круглов",0.00027584468812222367,m
"Сафин",0.0002756291002456139,m
"Закиров",0.0002756291002456139,m
"Карасев",0.00027503623358493697,m
"Кондратьева",0.00027503623358493697,f
"Саркисян",0.00027444336692426005,u
"Агеев",0.00027428167601680273,m
"Нестерова",0.00027401219117104044,f
"Валеев",0.00027379660329443067,m
"Леонова",0.0002736888093561258,f
"Родин",0.0002726108699730768,m
"Радченко",0.0002724491790656195,u
"Плотникова",0.0002713173427134181,f
"Новоселов",0.00027061668211443633,m
"Тищенко",0.0002705627851452839,u
"Шубин",0.0002703471972686741,m
"Прокофьев",0.0002702394033303692,m
"Кошелев",0.0002701855063612167,m
"Гущин",0.0002689997730398629,m
"Березин",0.00026856859728664333,m
"Бондарь",0.0002677062457802042,u
"Архипова",0.00026722117305783217,f
"Владимиров",0.0002671672760886797,m
"Свиридов",0.0002670594821503748,m
"Седов",0.00026678999730461256,m
"Горохов",0.00026598154276732586,m
"Шевцов",0.00026549647004495385,m
"Митрофанов",0.00026538867610664894,m
"Дементьев",0.0002649575003534294,m
"Абдуллаев",0.00026490360338427693,m
"Капустин",0.00026425683975444755,m
"Федосеев",0.0002639873549086853,m
"Назаренко",0.0002635022821863133,u
"Сысоев",0.0002633944882480084,m
"Рамазанов",0.0002633944882480084,m
"Субботин",0.0002631789003713986,m
"Рыжов",0.0002626938276490266,m
"Чирков",0.00026215485795750215,m
"Курочкин",0.000261777579173435,m
"Панин",0.0002614541973585203,m
"Рубцов",0.0002610769185744532,m
"Савина",0.00026026846403716646,f
"Суслов",0.00025978339131479445,m
"Юдина",0.00025946000949987976,f
"Завьялов",0.00025929831859242245,m
"Богомолов",0.0002584359670859833,m
"Афонин",0.0002584359670859833,m
"Еременко",0.00025838207011683083,u
"Олейник",0.0002576275125486966,u
"Демченко",0.00025757361557954413,u
"Султанов",0.0002574658216412392,m
"Овсянников",0.0002574119246720868,m
"Солдатов",0.00025735802770293436,m
"Литвиненко",0.0002573041307337819,u
"Селиванов",0.00025703464588801967,m
"Бирюкова",0.0002569807489188672,f
"Швецов",0.00025644177922734275,m
"Зиновьев",0.0002563878822581903,m
"Корниенко",0.0002561722943815805,u
"Веселов",0.0002561722943815805,m
"Михеева",0.00025611839741242806,f
"Усов",0.0002558489125666658,m
"Федоренко",0.00025574111862836096,u
"Шадрин",0.00025530994287514136,m
"Крючков",0.0002547709731836169,m
"Харитонова",0.0002544475913687022,f
"Уткин",0.00025401641561548265,m
"Носков",0.0002535313428931106,m
"Бабаев",0.00025336965198565327,m
"Кабанов",0.00025288457926328126,m
"Яковенко",0.0002528306822941288,u
"Денисенко",0.00025245340351006166,u
"Панова",0.0002521839186642994,f
"Коршунов",0.00025180663988023233,m
"Литвинова",0.0002504592156514211,f
"Ширяев",0.0002491656883917624,m
"Уваров",0.00024878840960769526,m
"Москаленко",0.00024862671870023794,u
"Нефедов",0.0002482494399161708,m
"Парфенов",0.00024749488234803655,m
"Демидова",0.0002474409853788841,f
"Алиева",0.0002474409853788841,f
"Евдокимова",0.00024733319144057923,f
"Корнилов",0.00024717150053312186,m
"Елисеева",0.0002467403247799023,f
"Третьякова",0.00024657863387244494,f
"Ершова",0.0002460396641809205,f
"Сергиенко",0.0002459318702426156,u
"Цветкова",0.0002456084884277009,f
"Зыков",0.0002453929005510911,m
"Ахметов",0.0002453929005510911,m
"Шаров",0.00024506951873617646,m
"Зарипов",0.0002449078278287191,m
"Кулешов",0.00024474613692126177,m
"Решетников",0.0002437759914765177,m
"Зуева",0.0002430753308775359,f
"Фирсов",0.00024264415512431634,m
"Карапетян",0.00024259025815516388,u
"Булатов",0.00024221297937109676,m
"Степаненко",0.0002413506278646576,u
"Долгих",0.00024129673089550514,u
"Бородина",0.00024075776120398068,f
"Величко",0.000240434379389066,u
"Гордеева",0.00023973371879008418,f
"Магомедова",0.00023935644000601706,f
"Бочаров",0.00023908695516025483,m
"Рыжков",0.00023854798546873036,m
"Власенко",0.00023790122183890098,u
"Шабанов",0.0002377934279005961,m
"Сухов",0.00023633820973348,m
"Лобанова",0.0002359609309494129,f
"Герасименко",0.00023509857944297374,u
"Бабенко",0.0002350446824738213,u
"Щукин",0.00023455960975144927,m
"Русаков",0.00023418233096738215,m
"Шишкина",0.0002341284339982297,f
"Мусаев",0.00023396674309077235,m
"Мороз",0.00023337387643009545,u
"Сизов",0.00023326608249179054,m
"Еремеев",0.00023283490673857096,m
"Артамонов",0.0002325115249236563,m
"Латыпов",0.00023234983401619895,m
"Козырев",0.0002322959370470465,m
"Прокопенко",0.00023143358554060734,u
"Зинченко",0.00023127189463315002,u
"Лопатин",0.00023073292494162553,m
"Баженов",0.00023008616131179617,m
"Беспалов",0.0002298705734351864,m
"Симонова",0.0002295471916202717,f
"Иващенко",0.00022927770677450948,u
"Зубов",0.00022895432495959479,m
"Болдырев",0.00022868484011383255,m
"Зубарев",0.00022787638557654586,m
"Науменко",0.0002278224886073934,u
"Токарева",0.00022755300376163117,f
"Золотарев",0.0002271218280084116,m
"Цой",0.00022706793103925916,m
"Хайруллин",0.0002270140340701067,m
"Максименко",0.0002252893310572284,u
"Обухов",0.00022512764014977104,m
"Краснова",0.00022480425833485638,f
"Рябова",0.00022421139167417946,f
"Васин",0.000224157494705027,m
"Зверева",0.0002240497007667221,f
"Стариков",0.00022378021592095988,m
"Валиев",0.00022351073107519765,m
"Казанцева",0.00022313345229113053,f
"Пантелеев",0.00022313345229113053,m
"Сафронова",0.00022281007047621584,f
"Белякова",0.00022248668866130115,f
"Погосян",0.0002222172038155389,u
"Лавров",0.00022216330684638648,m
"Голованов",0.00022210940987723403,m
"Некрасова",0.00022189382200062422,f
"Оганесян",0.00022157044018570956,u
"Лапшин",0.00022135485230909976,m
"Лукьянова",0.00022135485230909976,f
"Анохин",0.0002211931614016424,m
"Ибрагимова",0.00022092367655588018,f
"Леденев",0.00022060029474096552,m
"Гордиенко",0.00022060029474096552,u
"Фомичев",0.00022022301595689837,m
"Столяров",0.00021984573717283125,m
"Бочкарев",0.00021946845838876413,m
"Куприянов",0.00021909117960469698,m
"Митин",0.00021882169475893475,m
"Рогов",0.00021871390082062986,m
"Якимов",0.00021860610688232497,m
"Галкина",0.00021860610688232497,f
"Шевчук",0.00021822882809825785,u
"Мартыненко",0.0002181749311291054,u
"Демина",0.0002179593432524956,f
"Ищенко",0.00021763596143758093,u
"Рязанов",0.00021742037356097113,m
"Костина",0.000217043094776904,f
"Громова",0.00021585736145555016,f
"Сотников",0.00021585736145555016,m
"Паршин",0.00021488721601080612,m
"Игнатьева",0.00021483331904165369,f
"Синицын",0.0002147255251033488,m
"Орехов",0.00021461773116504388,m
"Румянцева",0.00021456383419589145,f
"Быстров",0.00021445604025758654,m
"Никулина",0.00021397096753521453,f
"Баринов",0.00021380927662775719,m
"Шестакова",0.00021375537965860473,f
"Суворова",0.00021262354330640337,f
"Леонтьева",0.00021246185239894602,f
"Калашникова",0.0002117611917999642,f
"Аксенова",0.00021170729483081175,f
"Агапов",0.00021133001604674463,m
"Прохорова",0.00021111442817013483,f
"Лаврентьев",0.00021095273726267749,m
"Сухарев",0.00021089884029352505,m
"Муратов",0.00021089884029352505,m
"Колесник",0.0002108449433243726,u
"Рудаков",0.0002107371493860677,m
"Корнев",0.00021062935544776282,m
"Яшин",0.00021057545847861036,m
"Жданова",0.00021052156150945793,f
"Астахов",0.00020987479787962855,m
"Сафонова",0.00020938972515725655,f
"Аникин",0.0002093358281881041,m
"Сурков",0.00020868906455827474,m
"Савинов",0.0002082039918359027,m
"Усманов",0.00020815009486675024,m
"Ананьев",0.00020798840395929292,m
"Панков",0.00020793450699014047,m
"Черепанова",0.00020782671305183558,f
"Комиссаров",0.00020777281608268312,m
"Колесов",0.00020712605245285377,m
"Коровин",0.0002070721554837013,m
"Фадеева",0.0002066948766996342,f
"Артемов",0.0002063714948847195,m
"Воронова",0.0002062637009464146,f
"Калмыков",0.00020615590700810973,m
"Худяков",0.00020583252519319504,m
"Галимов",0.00020577862822404258,m
"Масленников",0.00020561693731658523,m
"Лосев",0.00020459289490268876,m
"Минаев",0.00020410782218031672,m
"Мясников",0.0002040539252111643,m
"Царев",0.00020400002824201184,m
"Самойлова",0.0002037305433962496,f
"Панкратов",0.00020335326461218248,m
"Андрианов",0.0002018980464450664,m
"Грачева",0.00020173635553760906,f
"Вершинин",0.00020168245856845663,m
"Дорошенко",0.00020152076766099928,u
"Гладких",0.00020146687069184683,u
"Глушков",0.00020135907675354194,m
"Беликов",0.0002009817979694748,m
"Серебряков",0.00020028113737049298,m
"Манукян",0.00020028113737049298,u
"Пермяков",0.0002001733434321881,m
"Репин",0.00019984996161727343,m
"Константинова",0.00019984996161727343,f
"Мамаев",0.00019979606464812097,m
"Лукина",0.00019963437374066363,f
"Шарапов",0.0001992570949565965,m
"Полищук",0.00019914930101829162,u
"Шмелев",0.00019914930101829162,m
"Хохлова",0.00019796356769693777,f
"Голиков",0.00019780187678948043,m
"Панфилов",0.000197747979820328,m
"Алексеенко",0.00019764018588202308,u
"Тихомирова",0.00019758628891287065,f
"Старостин",0.00019737070103626085,m
"Красильников",0.00019677783437558393,m
"Булгаков",0.00019656224649897415,m
"Чесноков",0.00019645445256066926,m
"Зырянов",0.00019645445256066926,m
"Казарян",0.00019634665862236438,u
"Кулагин",0.00019623886468405946,m
"Остапенко",0.00019613107074575457,u
"Баев",0.00019613107074575457,m
"Левина",0.00019607717377660212,f
"Алешин",0.00019575379196168745,m
"Михалев",0.0001955921010542301,m
"Дружинин",0.0001953765131776203,m
"Гудков",0.0001953765131776203,m
"Терентьева",0.00019446026470202872,f
"Игнатенко",0.00019429857379457138,u
"Мартиросян",0.00019413688288711403,u
"Диденко",0.0001937596041030469,u
"Шевелев",0.00019370570713389445,m
"Иванченко",0.0001933823253189798,u
"Хакимов",0.00019327453138067487,m
"Попков",0.00019278945865830287,m
"Корчагин",0.00019268166471999798,m
"Горячев",0.00019251997381254063,m
"Селезнева",0.00019241217987423575,f
"Акимова",0.0001923582829050833,f
"Грищенко",0.00019214269502847349,u
"Кононенко",0.0001919271071518637,u
"Кудинов",0.00019181931321355882,m
"Толмачев",0.0001915498283677966,m
"Богатырев",0.0001915498283677966,m
"Ларина",0.00019149593139864413,f
"Пименов",0.00019106475564542455,m
"Аветисян",0.00019057968292305255,u
"Ерохин",0.00019057968292305255,m
"Мустафин",0.00019047188898474763,m
"Сучков",0.0001902024041389854,m
"Конев",0.00019014850716983297,m
"Яценко",0.00019014850716983297,u
"Колпаков",0.00018966343444746093,m
"Котельников",0.000189070567786784,m
"Шмаков",0.00018896277384847912,m
"Шабалин",0.00018896277384847912,m
"Гончаренко",0.00018880108294102178,u
"Кудряшова",0.00018853159809525954,f
"Карташов",0.00018847770112610711,m
"Спирин",0.00018847770112610711,m
