text,probability,gender
"Тимофеевич",0.0008434164402858927,m
"Львовна",0.0008174637341162926,f
"Егоровна",0.0008155103046196561,f
"Геннадиевич",0.0007995107868376804,m
"Германович",0.0007631397900193519,m
"Владиславовна",0.0007354196952575569,f
"Максимович",0.000672584379782414,m
"Афанасьевич",0.0006700263173463423,m
"Ефимович",0.0006596545369237243,m
"Антонович",0.0006515617575805157,m
"Валериевна",0.0006273299297770002,f
"Альбертовна",0.0005874241557742817,f
"Тимофеевна",0.000557145998576415,f
"Робертович",0.0005290538220057367,m
"Маратович",0.0005271003925091002,m
"Русланович",0.0005251469630124636,m
"Вениаминовна",0.0005080777100299489,f
"Романовна",0.0004949153160407072,f
"Ринатович",0.0004877992514458169,m
"Филиппович",0.00048212500386034875,m
"Гаврилович",0.0004543118886463329,m
"Геннадиевна",0.000440172779908773,f
"Рудольфович",0.00043282416418333067,m
"Кузьмич",0.00042296399624792703,m
"Афанасьевна",0.00041277825672975067,f
"Артурович",0.0004123596646947571,m
"Фаритович",0.00041096435791144526,m
"Иосифовна",0.00040798770344038,f
"Максимовна",0.0004006390877149377,f
"Рашитович",0.0003959415548777879,m
"Матвеевич",0.00039091845045786526,m
"Германовна",0.00039049985842287173,f
"Кириллович",0.0003888720005090079,m
"Маркович",0.0003716167066220516,m
"Рафикович",0.00037008186916040854,m
"Данилович",0.0003696167668993046,m
"Алиевич",0.00035850082285892037,m
"Антоновна",0.00035533812748341355,f
"Ибрагимович",0.00034668722542688016,m
"Ефимовна",0.0003396176710581002,f
"Леонтьевич",0.0003370130983959181,m
"Иннокентьевич",0.000334641076864288,m
"Равильевич",0.00033357134166374895,m
"Раисович",0.00032496694983332597,m
"Давидович",0.0003226879487539166,m
"Рашидович",0.0003156183943851367,m
"Магомедовна",0.00031175804561797395,f
"Филипповна",0.0003052931241886291,f
"Рафаилович",0.0002979910186892972,m
"Феликсович",0.00028817736098000395,m
"Гавриловна",0.000279340418019029,f
"Всеволодович",0.0002732010681724569,m
"Хасанович",0.00026887561714419026,m
"Ахмедович",0.0002676198410392096,m
"Тихонович",0.0002666431262908913,m
"Никитович",0.0002626432468453974,m
"Матвеевна",0.0002600386741832153,f
"Генрихович",0.0002586898776260139,m
"Анварович",0.0002579457140082476,m
"Ильдарович",0.00025720155039048127,m
"Мансурович",0.00025706201971215006,m
"Серафимович",0.00025701550948603965,m
"Радикович",0.0002528295891361042,m
"Рамазанович",0.00025143428235279233,m
"Абрамович",0.0002502715267000325,m
"Фёдорович",0.00024910877104727263,m
"Кузьминична",0.0002426903598440382,f
"Маратовна",0.00023831839858966112,f
"Султанович",0.00023706262248468046,m
"Адольфович",0.00023692309180634927,m
"Наилевич",0.0002325046203258618,m
"Захарович",0.00023203951806475786,m
"Моисеевич",0.00023022561924645248,m
"Ашотович",0.00023017910902034208,m
"Равилевич",0.00022762104658427038,m
"Робертовна",0.00022394673872154922,f
"Ринатовна",0.00022185377854658147,f
"Рустамович",0.00022129565583325675,m
"Шамильевич",0.00022110961492881516,m
"Кирилловна",0.00022101659447659437,f
"Руслановна",0.000220970084250484,f
"Никитична",0.00021738879683998362,f
"Иннокентьевна",0.00021385401965559364,f
"Тагирович",0.00021097038563674917,m
"Трофимович",0.00021050528337564523,m
"Даниловна",0.00021045877314953486,f
"Игнатьевич",0.00020966809930565814,m
"Митрофанович",0.0002065519141562617,m
"Рудольфовна",0.00020445895398129397,f
"Никифорович",0.00020269156538909897,m
"Дамирович",0.00019976142114414412,m
"Ахметович",0.00019841262458694268,m
"Прокопьевич",0.0001948313371764423,m
"Суренович",0.0001931569690364681,m
"Леонтьевна",0.00019115702931372114,f
"Рашитовна",0.00019092447818316917,f
"Фаритовна",0.0001906454168265068,f
"Самвелович",0.00018938964072152617,m
"Адамович",0.000189017558912643,m
"Ярославович",0.00018511069991936988,m
"Ильдусович",0.00018162243296109028,m
"Исмаилович",0.0001805061875344408,m
"Тихоновна",0.00017473891949675193,f
"Шамилевич",0.00017162273434735548,m
"Рамилевич",0.00016962279462460851,m
"Равильевна",0.0001682274878412967,f
"Артуровна",0.0001673903037713096,f
"Денисович",0.00016618103789243932,m
"Зуфарович",0.0001649252617874587,m
"Азатович",0.00016469271065690672,m
"Рубенович",0.00016432062884802357,m
"Исаевич",0.00016255324025582857,m
"Исаакович",0.00016199511754250384,m
"Давыдович",0.00015953007555865293,m
"Левонович",0.000159064973297549,m
"Глебович",0.00015664644153980846,m
"Сабирович",0.00015604180860037334,m
"Артемович",0.00015534415520871743,m
"Талгатович",0.00015534415520871743,m
"Мухамедович",0.00015529764498260702,m
"Фёдоровна",0.00015483254272150308,f
"Серафимовна",0.00015459999159095112,f
"Мусаевич",0.0001538558279731848,m
"Гаджиевич",0.00015380931774707442,m
"Ильясович",0.00015371629729485361,m
"Наильевич",0.00015092568372822995,m
"Юсупович",0.00014934433604047654,m
"Брониславович",0.00014929782581436614,m
"Раисовна",0.00014687929405662564,f
"Арнольдович",0.00014683278383051526,m
"Кимович",0.0001455770077255346,m
"Асхатович",0.00014385612935945,m
"Хамитович",0.00014357706800278763,m
"Игнатьевна",0.0001421817612194758,f
"Валерианович",0.00014199572031503422,m
"Рашидовна",0.00014176316918448225,f
"Рифович",0.00014162363850615106,m
"Рафиковна",0.0001415771282800407,f
"Герасимович",0.00014087947488838475,m
"Фаридович",0.00014073994421005356,m
"Зиновьевич",0.00013990276014006647,m
"Ростиславович",0.00013976322946173528,m
"Валерьянович",0.00013920510674841056,m
"Игорьевич",0.00013906557607007937,m
"Никифоровна",0.0001370656363473324,f
"Марковна",0.00013650751363400768,f
"Ибрагимовна",0.00013608892159901412,f
"Наумович",0.00013576335001624137,m
"Савельевич",0.000135484288659579,m
"Харисович",0.00013501918639847505,m
"Рафаиловна",0.00013446106368515033,f
"Гургенович",0.00013283320577128652,m
"Митрофановна",0.00013278669554517611,f
"Прокопьевна",0.00013241461373629298,f
"Арсентьевич",0.00013204253192740983,m
"Трофимовна",0.0001312053478574227,f
"Магометович",0.0001297170206218901,m
"Захаровна",0.00012920540813467576,f
"Алиевна",0.0001289728570041238,f
"Амирович",0.00012529854914140263,m
"Сулейманович",0.00012520552868918182,m
"Анваровна",0.0001231125685142141,f
"Лазаревич",0.0001229265276097725,m
"Юльевич",0.00012143820037423988,m
"Святославович",0.00012101960833924633,m
"Никитич",0.00012074054698258397,m
"Карлович",0.00011985685268648647,m
"Казбекович",0.0001196243015559345,m
"Абдуллаевич",0.00011897315839038898,m
"Муратович",0.00011860107658150582,m
"Семёнович",0.00011855456635539543,m
"Ахатович",0.00011850805612928503,m
"Махмудович",0.00011827550499873306,m
"Саркисович",0.00011776389251151873,m
"Илларионович",0.00011771738228540832,m
"Исламович",0.00011715925957208359,m
"Камилович",0.00011701972889375242,m
"Стефанович",0.00011683368798931084,m
"Марсович",0.00011674066753709004,m
"Арсенович",0.00011641509595431729,m
"Римович",0.00011608952437154452,m
"Мансуровна",0.00011553140165821979,f
"Размикович",0.00011469421758823269,m
"Альфредович",0.00011446166645768072,m
"Богданович",0.00011413609487490796,m
"Макарович",0.00011371750283991441,m
"Радиковна",0.00011339193125714164,f
"Хайдарович",0.00011311286990047928,m
"Рауфович",0.00011232219605660258,m
"Генриховна",0.00011162454266494666,f
"Пантелеевич",0.00011162454266494666,m
"Рафисович",0.00011148501198661547,m
"Айратович",0.00011143850176050508,m
"Оганесович",0.00011129897108217389,m
"Салихович",0.00010943856203775812,m
"Наилевна",0.00010925252113331654,f
"Фанисович",0.00010860137796777101,m
"Феликсовна",0.00010799674502833589,f
"Хасановна",0.0001079502348022255,f
"Камильевич",0.00010781070412389431,m
"Арамович",0.00010771768367167353,m
"Омарович",0.00010715956095834879,m
"Самуилович",0.00010650841779280327,m
"Всеволодовна",0.00010618284621003051,f
"Фагимович",0.00010571774394892657,m
"Емельянович",0.00010525264168782262,m
"Ильдаровна",0.00010492707010504985,f
"Салаватович",0.00010483404965282907,m
"Махмутович",0.0001046014985222771,m
"Аликович",0.00010446196784394591,m
"Миронович",0.00010446196784394591,m
"Умарович",0.00010441545761783552,m
"Гагикович",0.00010357827354784841,m
"Идрисович",0.00010339223264340685,m
"Адольфовна",0.00010278759970397171,f
"Владиленович",0.00010222947699064699,m
"Юнусович",0.00010218296676453658,m
"Курбанович",0.00010171786450343264,m
"Ильгизович",0.00010111323156399752,m
"Равилевна",0.00010055510885067278,f
"Камилевич",9.995047591123765e-05,m
"Абдуллович",9.976443500679608e-05,m
"Якубович",9.94853736501337e-05,m
"Мухтарович",9.87412100323674e-05,m
"Шамильевна",9.79505361884907e-05,f
"Акимович",9.771798505793871e-05,m
"Рамильевич",9.692731121406201e-05,m
"Дамировна",9.62296578224061e-05,f
"Акопович",9.590408623963334e-05,m
"Ришатович",9.581106578741254e-05,m
"Рамазановна",9.571804533519176e-05,f
"Шамилович",9.548549420463979e-05,m
"Закирович",9.529945330019821e-05,m
"Асланович",9.511341239575663e-05,m
"Тагировна",9.502039194353584e-05,f
"Лаврентьевич",9.483435103909426e-05,m
"Адамовна",9.413669764743835e-05,f
"Арутюнович",9.306696244689927e-05,m
"Султановна",9.232279882913297e-05,f
"Равилович",9.209024769858099e-05,m
"Наилович",9.106702272415231e-05,m
"Абдурахманович",9.069494091526916e-05,m
"Прокофьевич",9.064843068915877e-05,m
"Рифкатович",8.999728752361325e-05,m
"Рустемович",8.999728752361325e-05,m
"Османович",8.906708300140536e-05,m
"Ирекович",8.892755232307417e-05,m
"Янович",8.888104209696378e-05,m
"Гасанович",8.874151141863259e-05,m
"Арменович",8.850896028808062e-05,m
"Соломонович",8.822989893141825e-05,m
"Денисовна",8.813687847919746e-05,f
"Хамидович",8.748573531365195e-05,m
"Аронович",8.622995920867129e-05,m
"Исмагилович",8.585787739978813e-05,m
"Мунирович",8.520673423424262e-05,m
"Ренатович",8.478814219924907e-05,m
"Ахметовна",8.478814219924907e-05,f
"Усманович",8.45090808425867e-05,m
"Сагитович",8.45090808425867e-05,m
"Вахаевич",8.44625706164763e-05,m
"Арсентьевна",8.418350925981394e-05,f
"Рустамовна",8.399746835537236e-05,f
"Давидовна",8.381142745093079e-05,f
"Демьянович",8.376491722482038e-05,m
"Тахирович",8.36718967725996e-05,m
"Али Оглы",8.241612066761894e-05,m
"Ахмедовна",8.209054908484619e-05,f
"Рафкатович",8.19975286326254e-05,m
"Рафаэлевич",8.1951018406515e-05,m
"Абдулаевич",8.171846727596303e-05,m
"Саидович",8.148591614541106e-05,m
"Жораевич",8.143940591930066e-05,m
"Каримович",8.106732411041752e-05,m
"Гамлетович",8.102081388430711e-05,m
"Зуфаровна",8.083477297986553e-05,f
"Анасович",8.041618094487198e-05,m
"Талгатовна",8.03231604926512e-05,f
"Савельевна",8.03231604926512e-05,f
"Халитович",8.009060936209923e-05,m
"Расимович",7.985805823154725e-05,m
"Герасимовна",7.981154800543686e-05,f
"Кимовна",7.971852755321608e-05,f
"Гарникович",7.95324866487745e-05,m
"Грантович",7.925342529211212e-05,m
"Базаржапович",7.916040483989134e-05,m
"Рамилевна",7.911389461378094e-05,f
"Андраникович",7.823020031768345e-05,m
"Мидхатович",7.77185878304691e-05,m
"Галиевич",7.762556737824832e-05,m
"Расулович",7.757905715213793e-05,m
"Касимович",7.729999579547556e-05,m
"Стефановна",7.69279139865924e-05,f
"Леонардович",7.674187308215082e-05,m
"Давыдовна",7.632328104715727e-05,f
"Терентьевич",7.627677082104688e-05,m
"Макаровна",7.567213788161176e-05,f
"Абрамовна",7.557911742939096e-05,f
"Назипович",7.553260720328057e-05,m
"Исхакович",7.548609697717018e-05,m
"Халилович",7.525354584661821e-05,m
"Валериановна",7.497448448995584e-05,f
"Рафаэльевич",7.478844358551426e-05,m
"Викентьевич",7.469542313329347e-05,m
"Владленович",7.460240268107268e-05,m
"Илларионовна",7.413730041996874e-05,f
"Закиевич",7.385823906330637e-05,m
"Ильясовна",7.353266748053361e-05,f
"Вазгенович",7.311407544554007e-05,m
"Ярославовна",7.306756521942966e-05,f
"Харисовна",7.297454476720888e-05,f
"Моисеевна",7.283501408887769e-05,f
"Карпович",7.26954834105465e-05,m
"Нариманович",7.260246295832572e-05,m
"Шамилевна",7.213736069722178e-05,f
"Семёновна",7.134668685334506e-05,f
"Ильдусовна",7.11606459489035e-05,f
"Наильевна",7.11606459489035e-05,f
"Брониславовна",7.10676254966827e-05,f
"Хачикович",7.102111527057231e-05,m
"Вагизович",7.083507436613073e-05,m
"Исакович",7.074205391390994e-05,m
"Шакирович",7.0276951652806e-05,m
"Пантелеевна",7.009091074836442e-05,f
"Гумарович",6.981184939170206e-05,m
"Францевич",6.971882893948126e-05,m
"Мухаметович",6.953278803503969e-05,m
"Артемовна",6.94397675828189e-05,f
"Арсеньевич",6.94397675828189e-05,m
"Карленович",6.920721645226692e-05,m
"Эрнестович",6.916070622615653e-05,m
"Хамитовна",6.888164486949417e-05,f
"Ашотовна",6.85560732867214e-05,f
"Архипович",6.850956306061101e-05,m
"Емельяновна",6.832352215616943e-05,f
"Казимирович",6.827701193005904e-05,m
"Тарасович",6.818399147783825e-05,m
"Рифатович",6.781190966895509e-05,m
"Фаридовна",6.781190966895509e-05,f
"Исмаиловна",6.77653994428447e-05,f
"Рафаэлович",6.757935853840312e-05,m
"Рифовна",6.743982786007193e-05,f
"Мударисович",6.730029718174076e-05,m
"Карапетович",6.716076650340957e-05,m
"Трифонович",6.702123582507839e-05,m
"Вячеславна",6.69282153728576e-05,f
"Гурьевич",6.69282153728576e-05,m
"Булатович",6.669566424230563e-05,m
"Шавкатович",6.669566424230563e-05,m
"Абдулович",6.60445210767601e-05,m
"Юсуфович",6.599801085064971e-05,m
"Тимурович",6.581196994620813e-05,m
"Вильевич",6.553290858954577e-05,m
"Хачатурович",6.506780632844182e-05,m
"Спиридонович",6.506780632844182e-05,m
"Рахимович",6.469572451955866e-05,m
"Мурадович",6.469572451955866e-05,m
"Салманович",6.44631733890067e-05,m
"Марсовна",6.409109158012354e-05,f
"Валерьяновна",6.395156090179235e-05,f
"Спартакович",6.385854044957157e-05,m
"Глебовна",6.35794790929092e-05,f
"Генадьевич",6.348645864068841e-05,m
"Алимович",6.343994841457802e-05,m
"Мухамедовна",6.325390751013644e-05,f
"Шотаевич",6.316088705791565e-05,m
"Эрнстович",6.316088705791565e-05,m
"Галимзянович",6.302135637958447e-05,m
"Хакимович",6.297484615347407e-05,m
"Зурабович",6.288182570125328e-05,m
"Энверович",6.27422950229221e-05,m
"Ананьевич",6.264927457070132e-05,m
"Акимовна",6.250974389237013e-05,f
"Гусейнович",6.250974389237013e-05,m
"Амировна",6.227719276181816e-05,f
"Заурович",6.213766208348697e-05,m
"Флюрович",6.209115185737658e-05,m
"Отарович",6.209115185737658e-05,m
"Ханифович",6.185860072682461e-05,m
"Артемьевич",6.18120905007142e-05,m
"Гаврильевич",6.157953937016224e-05,m
"Маликович",6.134698823961027e-05,m
"Азатовна",6.130047801349988e-05,f
"Арнольдовна",6.125396778738947e-05,f
"Геворгович",6.125396778738947e-05,m
"Рафисовна",6.120745756127908e-05,f
"Мамед Оглы",6.11144371090583e-05,m
"Харитонович",6.0509804169623164e-05,m
"Прокофьевна",6.0416783717402375e-05,f
"Римовна",6.02307428129608e-05,f
"Лукич",6.009121213462962e-05,m
"Арамаисович",5.9951681456298436e-05,m
"Лаврентьевна",5.971913032574646e-05,f
"Эрикович",5.971913032574646e-05,m
"Шалвович",5.9254028064642514e-05,m
"Назирович",5.9114497386311334e-05,m
"Родионович",5.9067987160200936e-05,m
"Ефремович",5.8928456481869755e-05,m
"Володяевич",5.85563746729866e-05,m
"Генрикович",5.841684399465542e-05,m
"Халимович",5.827731331632423e-05,m
"Ростиславовна",5.827731331632423e-05,f
"Леонович",5.827731331632423e-05,m
"Зиновьевна",5.823080309021384e-05,f
"Хусаинович",5.7998251959661864e-05,m
"Салимович",5.795174173355147e-05,m
"Арменакович",5.7765700829109894e-05,m
"Федотович",5.7765700829109894e-05,m
"Грачикович",5.7626170150778714e-05,m
"Климентьевич",5.7579659924668316e-05,m
"Нуруллович",5.739361902022674e-05,m
"Самвеловна",5.720757811578516e-05,f
"Салаватовна",5.68820065330124e-05,f
"Хамзатович",5.669596562857082e-05,m
"Карловна",5.660294517635003e-05,f
"Юрикович",5.6416904271908455e-05,m
"Фанисовна",5.6370394045798064e-05,f
"Фатыхович",5.6184353141356485e-05,m
"Муратовна",5.60448224630253e-05,f
"Габдуллович",5.590529178469412e-05,m
"Зиннурович",5.571925088025254e-05,m
"Тигранович",5.557972020192136e-05,m
"Исаевна",5.534716907136938e-05,f
"Завенович",5.530065884525899e-05,m
"Фатихович",5.5068107714707015e-05,m
"Алиханович",5.4835556584155046e-05,m
"Суреновна",5.469602590582386e-05,f
"Асхатовна",5.469602590582386e-05,f
"Нургалиевич",5.450998500138229e-05,m
"Рафаилевич",5.446347477527189e-05,m
"Равиловна",5.44169645491615e-05,f
"Магомедрасулович",5.44169645491615e-05,m
"Таймуразович",5.423092364471992e-05,m
"Баширович",5.423092364471992e-05,m
"Гурамович",5.418441341860952e-05,m
"Мусаевна",5.395186228805755e-05,f
"Норикович",5.395186228805755e-05,m
"Фридрихович",5.3812331609726365e-05,m
"Евдокимович",5.3719311157505576e-05,m
"Каренович",5.3672800931395185e-05,m
"Сережаевич",5.339373957473282e-05,m
"Терентьевна",5.339373957473282e-05,f
"Лазаревна",5.316118844418085e-05,f
"Рауфовна",5.260306573085611e-05,f
"Рубеновна",5.2324004374193745e-05,f
"Богдановна",5.2324004374193745e-05,f
"Кондратьевич",5.2324004374193745e-05,m
"Мустафаевич",5.2230983921972956e-05,m
"Гаязович",5.213796346975217e-05,m
"Камиловна",5.213796346975217e-05,f
"Эдикович",5.204494301753138e-05,m
"Юсуповна",5.1998432791420987e-05,f
"Ильгизарович",5.176588166086901e-05,m
"Фаатович",5.171937143475862e-05,m
"Айратовна",5.144031007809625e-05,f
"Гарегинович",5.1393799851985854e-05,m
"Вахтангович",5.1393799851985854e-05,m
"Фоатович",5.125426917365467e-05,m
"Варданович",5.0928697590881915e-05,m
"Гумерович",5.037057487755718e-05,m
"Гивиевич",5.032406465144678e-05,m
"Бариевич",5.023104419922599e-05,m
"Святославовна",4.985896239034284e-05,f
"Поликарпович",4.985896239034284e-05,m
"Игорьевна",4.9812452164232445e-05,f
"Абдулловна",4.976594193812205e-05,f
"Магометовна",4.9719431712011655e-05,f
"Демьяновна",4.9672921485901264e-05,f
"Раифович",4.9626411259790866e-05,m
"Нурисламович",4.9486880581459686e-05,m
"Фомич",4.9486880581459686e-05,m
"Сулеймановна",4.93473499031285e-05,f
"Загитович",4.916130899868692e-05,m
"Евсеевич",4.916130899868692e-05,m
"Сейранович",4.906828854646613e-05,m
"Фанилевич",4.906828854646613e-05,m
"Акрамович",4.897526809424535e-05,m
"Араратович",4.892875786813495e-05,m
"Закировна",4.888224764202456e-05,f
"Хусейнович",4.888224764202456e-05,m
"Казбековна",4.860318628536219e-05,f
"Рифгатович",4.85101658331414e-05,m
"Ахатовна",4.8463655607031005e-05,f
"Альфредовна",4.8370635154810216e-05,f
"Эмильевич",4.8138084024258246e-05,m
"Рафаелович",4.809157379814785e-05,m
"Леванович",4.795204311981667e-05,m
"Мироновна",4.762647153704391e-05,f
"Юльевна",4.753345108482312e-05,f
"Ильгизовна",4.753345108482312e-05,f
"Евстафьевич",4.6882307919277596e-05,m
"Хусенович",4.678928746705681e-05,m
"Ваганович",4.669626701483602e-05,m
"Самсонович",4.6649756788725627e-05,m
"Левоновна",4.641720565817365e-05,f
"Айдарович",4.637069543206326e-05,m
"Абдрахманович",4.637069543206326e-05,m
"Владленовна",4.632418520595286e-05,f
"Вартанович",4.627767497984247e-05,m
"Назарович",4.623116475373207e-05,m
"Владиленовна",4.609163407540089e-05,f
"Хафизович",4.5952103397069704e-05,m
"Людвигович",4.5952103397069704e-05,m
"Венедиктович",4.590559317095931e-05,m
"Гарриевич",4.5812572718738524e-05,m
"Осипович",4.5719552266517735e-05,m
"Аликовна",4.5393980683744976e-05,f
"Христофорович",4.525445000541379e-05,m
"Геворкович",4.5161429553193e-05,m
"Галимович",4.506840910097221e-05,m
"Аминович",4.502189887486182e-05,m
"Шарипович",4.502189887486182e-05,m
"Сидорович",4.492887842264103e-05,m
"Камильевна",4.4696327292089054e-05,f
"Назимович",4.4417265935426693e-05,m
"Асгатович",4.4417265935426693e-05,m
"Hиколаевич",4.4324245483205904e-05,m
"Салиховна",4.4277735257095506e-05,f
"Платонович",4.4277735257095506e-05,m
"Джабраилович",4.418471480487472e-05,m
"Никандрович",4.418471480487472e-05,m
"Махмутовна",4.404518412654354e-05,f
"Хайдаровна",4.390565344821235e-05,f
"Анисимович",4.371961254377077e-05,m
"Камилевна",4.353357163932919e-05,f
"Виссарионович",4.353357163932919e-05,m
"Ахматович",4.34870614132188e-05,m
"Ильшатович",4.339404096099801e-05,m
"Рустемовна",4.334753073488762e-05,f
"Искандарович",4.334753073488762e-05,m
"Абакарович",4.334753073488762e-05,m
"Федотовна",4.325451028266683e-05,f
"Эдвардович",4.3208000056556434e-05,m
"Венерович",4.316148983044604e-05,m
"Фанилович",4.2882428473783676e-05,m
"Вачаганович",4.283591824767328e-05,m
"Гаджиевна",4.2789408021562886e-05,f
"Афонасьевич",4.274289779545249e-05,m
"Гришаевич",4.26963875693421e-05,m
"Спиридоновна",4.26963875693421e-05,f
"Автандилович",4.26498773432317e-05,m
"Уралович",4.223128530823815e-05,m
"Авенирович",4.223128530823815e-05,m
"Саматович",4.223128530823815e-05,m
"Исмаил Оглы",4.204524440379657e-05,m
"Гусейн Оглы",4.199873417768618e-05,m
"Рафаэлевна",4.1952223951575784e-05,f
"Ирековна",4.1952223951575784e-05,f
"Зинурович",4.1626652368803025e-05,m
"Ришатовна",4.158014214269263e-05,f
"Михаилович",4.144061146436145e-05,m
"Петросович",4.139410123825105e-05,m
"Меружанович",4.130108078603026e-05,m
"Галиевна",4.106852965547829e-05,f
"Виталиевич",4.106852965547829e-05,m
"Саитович",4.10220194293679e-05,m
"Яновна",4.092899897714711e-05,f
"Каюмович",4.074295807270553e-05,m
"Абдулхакович",4.074295807270553e-05,m
"Каримовна",4.0696447846595134e-05,f
"Гарифович",4.064993762048474e-05,m
"Сагитовна",4.064993762048474e-05,f
"Симонович",4.055691716826395e-05,m
"Айказович",4.0510406942153555e-05,m
"Ваникович",4.0463896716043164e-05,m
"Мишаевич",4.032436603771198e-05,m
"Тарасовна",4.01848353593808e-05,f
"Аршакович",4.01383251332704e-05,m
"Ефремовна",4.01383251332704e-05,f
"Махмудовна",3.976624332438725e-05,f
"Мухтаровна",3.976624332438725e-05,f
"Мунировна",3.971973309827685e-05,f
"Якубовна",3.971973309827685e-05,f
"Габдулхакович",3.967322287216646e-05,m
"Карповна",3.967322287216646e-05,f
"Набиевич",3.962671264605606e-05,m
"Арсеновна",3.953369219383527e-05,f
"Гайкович",3.953369219383527e-05,m
"Хасанбиевич",3.953369219383527e-05,m
"Рамильевна",3.948718196772488e-05,f
"Порфирьевич",3.948718196772488e-05,m
"Евгениевич",3.944067174161448e-05,m
"Саргисович",3.939416151550409e-05,m
"Ервандович",3.93011410632833e-05,m
"Ризванович",3.93011410632833e-05,m
"Исааковна",3.9254630837172905e-05,f
"Раджабович",3.9208120611062514e-05,m
"Виленович",3.9208120611062514e-05,m
"Францевна",3.9161610384952116e-05,f
"Августович",3.9161610384952116e-05,m
"Табрисович",3.906858993273133e-05,m
"Амаякович",3.906858993273133e-05,m
"Гусманович",3.9022079706620935e-05,m
"Хабибуллович",3.8975569480510544e-05,m
"Болеславович",3.8929059254400146e-05,m
"Расимовна",3.869650812384818e-05,f
"Анзорович",3.869650812384818e-05,m
"Арташесович",3.864999789773778e-05,m
"Амиранович",3.860348767162739e-05,m
"Тахировна",3.860348767162739e-05,f
"Нестерович",3.860348767162739e-05,m
"Архиповна",3.855697744551699e-05,f
"Израилевич",3.855697744551699e-05,m
"Агзамович",3.855697744551699e-05,m
"Габдулхаевич",3.85104672194066e-05,m
"Вильгельмович",3.84639569932962e-05,m
"Надирович",3.84639569932962e-05,m
"Пантелеймонович",3.841744676718581e-05,m
"Касымович",3.818489563663383e-05,m
"Нагимович",3.818489563663383e-05,m
"Юнусовна",3.813838541052344e-05,f
"Валиевич",3.8091875184413044e-05,m
"Мухадинович",3.804536495830265e-05,m
"Идрисовна",3.7998854732192255e-05,f
"Вахитович",3.7905834279971466e-05,m
"Наиловна",3.7859324053861074e-05,f
"Марселевич",3.7859324053861074e-05,m
"Ионович",3.781281382775068e-05,m
"Гаврильевна",3.781281382775068e-05,f
"Рафаэльевна",3.7766303601640285e-05,f
